0051,ipad iphone,4,apple_company
0051,ipod iphone,20,apple_company
0051,apple botanical information,40,apple_botanical
0051,apple commercial,19,apple_company
0051,apple inc.,10,apple_company
0051,apple iphone 3g,20,apple_company
0051,apple varieties of apples,20,apple_company
0051,apple walmart,20,apple_company
0051,cashew apple,10,apple_botanical
0051,reviews macbook,20,apple_company
0051,apple news,22,apple_company
0051,apple company,29,apple_company
0051,apple vacations,40,apple_company
0051,apple corps,10,apple_company
0051,macbook review,10,apple_company
0051,macbook software,10,apple_company
0051,apple free,9,apple_botanical
0051,apple aspects,20,apple_company
0051,apple valley,30,apple_botanical
0051,apple tv,31,apple_company
0051,apple stock price,43,apple_company
0051,apple new,21,apple_company
0051,apple support,10,apple_company
0051,apple tree,6,apple_botanical
0051,apple games,8,apple_company
0051,apple store,10,apple_company
0051,apple bank,5,apple_company
0051,apple festival,7,apple_botanical
0051,apple cultivars,20,apple_botanical
0051,apple iphone,51,apple_company
0051,apple adam blossom brandy apples,10,apple_botanical
0051,fruit ipod,20,apple_company
0051,apple apples,10,apple_botanical
0051,apple cider,8,apple_botanical
0051,apple products price,4,apple_company
0051,apple ipod shuffle macbook ipod touch macbook pro,10,apple_company
0051,apple nokia blackberry sony samsung,10,apple_company
0051,apple 3g,20,apple_company
0051,apple iphone ipad apple tv ipod,10,apple_company
0051,apple fruit,29,apple_botanical
0051,apple cake pie cobbler butter,10,apple_botanical
0051,apple controversy,20,apple_company
0051,oak apple,1,apple_botanical
0052,cathedrals medieval,2,cathedral_architecture
0052,national cathedral,22,cathedral_architecture
0052,giving cathedrals functions,10,cathedral_religion
0052,cathedral peter,9,cathedral_info
0052,cathedral grounds,20,cathedral_architecture
0052,cathedral medieval cathedrals,20,cathedral_architecture
0052,architecture of the medieval cathedrals of england,10,cathedral_architecture
0052,cathedral ca city,10,cathedral_info
0052,savior cathedral,20,cathedral_religion
0052,interior of the cathedral,20,cathedral_info
0052,cathedral band,1,cathedral_info
0052,giving cathedrals,10,cathedral_religion
0052,cathedral cologne,10,cathedral_architecture
0052,cathedral dean additional clergy relationship of chapter and bishop treasurer,6,irrelevant
0052,work of the cathedral,20,cathedral_info
0052,cathedral of our lady of the angels,24,irrelevant
0052,cathedral giving tuesday annual giving faith in the future planned giving,10,irrelevant
0052,medieval cathedrals,1,cathedral_architecture
0052,cathedral national,10,cathedral_architecture
0052,cathedral inside,20,cathedral_architecture
0052,cathedral,40,irrelevant
0052,cathedral saint,16,cathedral_architecture
0052,cathedral high school,30,cathedral_info
0052,cathedral crystal,19,cathedral_architecture
0052,cathedral game,1,cathedral_info
0052,cathedral school crystal,10,cathedral_info
0052,cathedral short story,21,cathedral_info
0052,cathedral sunday saturday 8 00 am days,10,cathedral_info
0052,cathedral canterbury,29,cathedral_architecture
0052,cathedral opens every day,20,cathedral_info
0052,paul 's cathedral,20,cathedral_architecture
0052,gothic cathedral,37,cathedral_architecture
0052,cathedral school,18,cathedral_info
0052,cathedral baptism confirmation holy orders eucharist,10,cathedral_info
0052,architecture of cathedrals and great churches,10,cathedral_architecture
0052,cathedral raymond carver summary,2,cathedral_info
0052,cathedral philadelphia,5,cathedral_architecture
0052,cathedral carver raymond,7,cathedral_architecture
0052,cathedral raymond carver,68,cathedral_architecture
0052,patrick 's cathedral,20,cathedral_architecture
0052,cathedral st carver,6,cathedral_info
0052,cathedral definition cathedral buildings references and sources history and organisation,5,irrelevant
0052,cathedral trinity,8,cathedral_architecture
0052,cathedrals medieval references,10,cathedral_info
0053,eclipse november,22,eclipse_astronomy
0053,solar eclipse,32,eclipse_astronomy
0053,nasa eclipse,17,eclipse_astronomy
0053,eclipse planet,10,eclipse_astronomy
0053,eclipse plugin,6,eclipse_software
0053,eclipse the movie,17,eclipse_movie
0053,eclipse spyder,20,eclipse_automobile
0053,eclipse exceed overshadow transcend outshine,10,eclipse_astronomy
0053,eclipse solar,8,eclipse_astronomy
0053,alias eclipse,3,eclipse_software
0053,eclipse stars,20,eclipse_astronomy
0053,eclipse java,34,eclipse_software
0053,friends of eclipse,20,eclipse_astronomy
0053,eclipse software,24,eclipse_software
0053,eclipse astronomy,25,eclipse_astronomy
0053,eclipse yacht,60,eclipse_automobile
0053,eclipse automobile,30,eclipse_automobile
0053,eclipse,10,irrelevant
0053,mitsubishi eclipse,10,eclipse_automobile
0053,eclipse tutorial,20,eclipse_software
0053,eclipse (software),10,eclipse_software
0053,eclipse partial total annular solar,10,eclipse_astronomy
0053,eclipse of 2000 jan,20,eclipse_astronomy
0053,eclipse gt,20,eclipse_automobile
0053,eclipse bella swan edward cullen jacob black riley,10,eclipse_movie
0053,eclipse player,22,eclipse_movie
